ID	unicode	uni_char	norm_unicode	norm_uni_char	composition	norm_big5_char	moe_variant_id
CB06450	24A80	𤪀			[(嵕-凶+(鬯-匕))-山+王]		
CB06451	2EA4B	𮩋			[餕-ㄙ+(宋-木+ㄙ)]		
CB06452					[((巨-匚)@一)*(氘-气+田)]		
CB06453					[后/((焉-正)-(烈-列)+一)]		
CB06454	2CF52	𬽒			[〦/(刀*了*(留-刀-田))/二]		
CB06456					[〦/(刀*了*(留-刀-田))/(囗@(一/非))]		
CB06457	450D	䔍			[卄/馬]	篤	a03027-001
CB06458	26E17	𦸗			[卄/戚]		c11825
CB06459	4529	䔩			[卄/敕]		b04027-001,c11756-001
CB06460	453F	䔿			[卄/尊]		c11862
CB06461	2E46B	𮑫			[卄/債]		
CB06462	454C	䕌			[卄/稚]	稚	a02932-006
CB06463	26FAF	𦾯			[卄/綠]	菉	b03915-001
CB06464	44F2	䓲			[卄/侻]		c11713
CB06465	2E455	𮑕			[卄/竦]		
CB06466					[卄/稓]	藉	a03583-002
CB06467	4568	䕨			[卄/縢]	藤	a03589-001
CB06468	3657	㙗			[土*畏]		
CB06469	21446	𡑆			[土*量]		
CB06470	5918	夘			[夕*ㄗ]		b00608-001,a00448-009,a00840-002_1,b00275-003, c00894-001
CB06471	21829	𡠩			[女*堅]		
CB06472	2D4A2	𭒢			[女*雽]	嫮	
CB06473	5C5E	属			[尸@禹]	屬	a01098-001
CB06474	21D3E	𡴾			[山*已]		
CB06475	5CBB	岻			[山*氐]		c02718-001,c02744
CB06476	5D48	嵈			[山*爰]		c02852
CB06477	5D66	嵦			[山*豈]		c02881
CB06478	3802	㠂			[山*敖]		c02922-002
CB06479	21EF1	𡻱			[山*累]		c02943-003,c02999-004
CB06480	21FB2	𡾲			[山*薛]	嶭	b00901-006
CB06481	21E6E	𡹮			[山*弇]	崦	b00830-001
CB06482	21F9D	𡾝			[山*褱]		c02991-001
CB06483	21D52	𡵒			[巳/山]		b00782-003,b00789-010
CB06484	4CB0	䲰			[云*鳥]		c17502
CB06485	4CAE	䲮			[元*鳥]		c17503
CB06486	66BF	暿			[日*喜]	熹	a02446-001
CB06487					[日*爾]		
CB06488	43CF	䏏			[月*于]		c10841
CB06489	266D7	𦛗			[月*呂]		a00525-003,c10933
CB06490					[月*莖]		
CB06491	4401	䐁			[月*豖]		n00092
CB06492	693A	椺			[木*保]		c05260
CB06493	2369B	𣚛			[木*虛]		b04204-001,b01861-017
CB06494	236E3	𣛣			[木*開]		
CB06495	3DA6	㶦			[火*予]		c06654
CB06496	24410	𤐐			[火*詹]		
CB06497	2A6B1	𪚱			[火*龜]		c18371-001
CB06498	2461A	𤘚			[牛*弋]		c03400-001
CB06499	738F	玏			[王*力]		c07502-002
CB06500	739E	玞			[王*夫]	砆	b02943-001
CB06501					[王*氏]		
CB06502	73F7	珷			[王*武]	碔	b02981-001
CB06503	249EB	𤧫			[王*追]		c07419-001,c07494
CB06504	2E012	𮀒			[主/石]		
CB06505	7583	疃			[田*童]	畽	b02734-002
CB06506	2DFA2	𭾢			[目*ㄆ]		
CB06507	2DFA0	𭾠			[目*井]		
CB06508					[目*危]		
CB06509	4032	䀲			[目*每]		c08351
CB06510	2DFC5	𭿅			[目*奏]		
CB06511	25291	𥊑			[目*曼]		
CB06512	25303	𥌃			[目*爾]		c08551
CB06513	2DFEE	𭿮			[目*冀]		
CB06514	2E03C	𮀼			[石*速]		
CB06515	255D4	𥗔			[石*蕩]		
CB06516	789D	碝			[石*耎]	礝	b03025-001
CB06517	78F6	磶			[石*舄]		c08886
CB06518	255A8	𥖨			[石*喿]		
CB06519	40FC	䃼			[示*卜]		
CB06520			25621	𥘡	[示*互]	祇	a02884-005
CB06521			2565E	𥙞	[示*圭]		
CB06522			2569B	𥚛	[示*昆]		
CB06523					[示*暴]		
CB06524	4158	䅘			[禾*來]		c09112
CB06525	2583E	𥠾			[禾*冓]		c10715-001
CB06526	9D2A	鴪			[穴*鳥]	鴥	b06054-001
CB06527	2E0F8	𮃸			[穴/乇]		
CB06528	25A75	𥩵			[立*并]	竮	c09452-001
CB06529	92AE	銮			[亦/金]	鑾	a04366-001
CB06530	20728	𠜨			[亥*刃]	劾	a00387-001
CB06531			981F	頟	[名*頁]	額	a04559-002
CB06532	25E80	𥺀			[米*弟]		
CB06533	7DE5	緥			[糸*保]	褓	a03746-001
CB06534	43C2	䏂			[耳*叟]		c10802
CB06535	2690E	𦤎			[自/本]		
CB06536	2727B	𧉻			[虫*半]	蚌	a03622-003
CB06537	45B5	䖵			[虫*虫]		c12283
CB06538	87CD	蟍			[虫*梨]		c12343-002
CB06539	87F1	蟱			[虫*無]		c12471
CB06540	9836	頶			[告*頁]		c16147
CB06541	238BA	𣢺			[含*欠]		c05684
CB06542	8A19	訙			[言*丸]		a03790-005,c13020-001
CB06543	8B2D	謭			[言*剪]	譾	b04756-001
CB06544	2E640	𮙀			[言*愛]		
CB06545			7524	甤	[豕*生]	蕤	b04067-002
CB06546	477B	䝻			[貝*居]		c13598
CB06547	477C	䝼			[貝*青]		
CB06548	2822D	𨈭			[身*冉]	聃	b03607-005
CB06549	28350	𨍐			[車*胥]		c14258
CB06550	283ED	𨏭			[車*闌]		
CB06551	91A9	醩			[酉*曹]	糟	a03075-004
CB06553	52D0	勐			[孟*力]	猛	a02525-001
CB06554					[肴*ㄆ]		
CB06555	493F	䤿			[金*挈]	鍥	a04323-002
CB06556	28D3B	𨴻			[門@里]		
CB06557					[雨/昧]		
CB06558	2E9AB	𮦫			[雨/浦]		
CB06559	2E9A6	𮦦			[雨/狸]	霾	a04495-003
CB06560	29170	𩅰			[雨/斯]		
CB06561	2E37B	𮍻			[曷*舌]		
CB06562	264DE	𦓞			[耑*甫]	黼	b06260-001
CB06563			9DBA	鶺	[脊/鳥]	鶺	
CB06564	29526	𩔦			[追*頁]		c16205
CB06565	4B7F	䭿			[馬*失]		c16621
CB06566	298D4	𩣔			[馬*夸]		
CB06567	299B7	𩦷			[馬*截]	驖	b05858-002
CB06568	29A28	𩨨			[骨*比]	骴	b05870-005
CB06569	29A2C	𩨬			[骨*玄]		c16809
CB06570	24B8A	𤮊			[康*瓦]		c07676
CB06571	25EE6	𥻦			[殺/米]		c10110
CB06572	9B6A	魪			[魚*介]		c17196
CB06573	465A	䙚			[鳥/衣]	褭	b04543-002
CB06574			2A2C1	𪋁	[鹿/豕]		
CB06576					[痛/心]	痛	
CB06577			25BD7	𥯗	[筍/六]		
CB06578	2A3D5	𪏕			[黃*軍]		c18016,a04080-010
CB06579	4D08	䴈			[奧*鳥]		c17799
CB06580	24895	𤢕			[睪*犬]		c07339,b01485-006_2
CB06581	9E0A	鸊			[辟*鳥]	鷿	b06195-003
CB06582	228FD	𢣽			[(序-予+猒)/心]	厭	a00464-003
CB06583	9B57	魗			[壽*鬼]	醜	a04247-001
CB06584	4DA2	䶢			[齒*咸]		c18325-001
CB06585	2EA24	𮨤			[燕*頁]		
CB06586	2A20C	𪈌			[獨/鳥]		c17823
CB06587	24B1B	𤬛			[盧*瓜]		c07601
CB06588	4978	䥸			[彌/金]		c14974-002
CB06589			2302E	𣀮	[襄*ㄆ]	壞	a00826-014
CB06591	4BEF	䯯			[髟/少]		c16931-001
CB06592	24CE6	𤳦			[畾/大]		
CB06593	2E8DD	𮣝			[鐎-隹+?]		
CB06594	2E3A8	𮎨			[卄/大/巳]	巷	a01158-011
CB06595	21F9F	𡾟			[山*虛*戈]	巇	b00907-002
CB06596					[仁-二+矢]		
CB06597	2CFFF	𬿿			[仁-二+熏]		
CB06598	2D078	𭁸			[冗-几+卓]		
CB06599	39C5	㧅			[打-丁+刀]		c04097,b01246-001
CB06600	2D883	𭢃			[打-丁+娑]	挲	b01305-003
CB06601	648E	撎			[打-丁+壹]	揖	c04437,a01626-006_1
CB06602	22E33	𢸳			[打-丁+蕭]		c04433-002
CB06603	2D8CD	𭣍			[打-丁+薛]		
CB06604	2D867	𭡧			[打-丁+昴]		
CB06605	22C6B	𢱫			[打-丁+罡]		c04367,c04268-002,a01502-005
CB06606	22E2C	𢸬			[打-丁+褱]	壞	a00826-002
CB06607					[企-止+爾]	爾	
CB06608					[后-口+十]		a01751-002
CB06609			2067A	𠙺	[缶-午+千]	缶	a03195-005
CB06610	20717	𠜗			[利-禾+希]	郤	b05148-001
CB06611	20AE4	𠫤			[希-巾+ㄙ]	吝	a00514-001
CB06612	22BAF	𢮯			[抗-几+衣]	旅	
CB06613	3E73	㹳			[狂-王+吾]		c07206
CB06614	2DE15	𭸕			[狂-王+夜]		
CB06615	247E4	𤟤			[狂-王+軍]		c07245
CB06616	7353	獓			[狂-王+敖]		c07301
CB06617	2D77D	𭝽			[怡-台+迴]		
CB06618	227E8	𢟨			[怡-台+莽]		c03887
CB06619	3CC1	㳁			[泳-永+仄]		c06082
CB06623	23D7B	𣵻			[泳-永+陀]	沱	a02159-002
CB06624	2DC67	𭱧			[泳-永+荊]		
CB06625	3D73	㵳			[泳-永+寥]	漻	b02241-003
CB06626	7013	瀓			[泳-永+徵]		b02278-001,a02327-005
CB06627	3D7F	㵿			[泳-永+皛]		c06555
CB06628	43D1	䏑			[炙-火+肉]	炙	a02393-007
CB06629	25B39	𥬹			[竺-二+共]		c09545-001,b03275-005
CB06630	421A	䈚			[竺-二+怠]	箈	b03211-001
CB06632	25E21	𥸡			[竺-二+贛]		c09995
CB06633	4249	䉉			[竺-二+觚]		c09863,b04609-004
CB06634	271C0	𧇀			[虎-儿+兵]	虡	b04204-010
CB06635	28EFD	𨻽			[阿-可+累]	隰	b05560-004
CB06636	21287	𡊇			[施-方+土]	坻	b00513-008
CB06637	25153	𥅓			[施-方+目]	貤	b04814-002
CB06638	29C3A	𩰺			[唆-口+鬲]	鬷	b05923-002
CB06639	3E10	㸐			[烈-列+難]		a02417-009_2,a02450-004
CB06640	8DA6	趦			[起-巳+咨]	趑	n00242
CB06641	47C3	䟃			[起-巳+參]		c13817
CB06642	47C6	䟆			[起-巳+畢]		c13813,b04954-011
CB06643	27F7C	𧽼			[起-巳+覃]		c13824
CB06644	28EFC	𨻼			[陛-比+非]		c15469
CB06645	37DD	㟝			[培-土+山]	培	a00785-002
CB06646					[袖-由+昜]		
CB06647	2846D	𨑭			[這-言+止]	徙	a01292-004
CB06648	285C8	𨗈			[這-言+景]		
CB06649	285C4	𨗄			[這-言+焱]	遴	a04184-003
CB06650	2DB71	𭭱			[勞-力+正]		
CB06651	2DA45	𭩅			[勝-力+示]		
CB06652					[塞-土+巳]	寋	
CB06653	3976	㥶			[塞-土+心]		a01038-007
CB06654	8DBB	趻			[跳-兆+今]		n00240
CB06655	447D	䑽			[榻-木+舟]		c11349-001
CB06657	4B1F	䬟			[颱-台+劉]		c16361,c16285-003,c16357-002
CB06658	288A9	𨢩			[殤-歹+酉]	觴	a03779-002
CB06659	2E3D9	𮏙			[蓮-車+壬]	莛	
CB06660	88F5	裵			[褒-保+非]	裴	a03737-001
CB06661	2EB7D	𮭽			[麩-夫+炎]		
CB06662					[藉-耒+糸]		
CB06663			60C2	惂	[怊-口+臼]		
CB06664					[匭-九+丸]	匭	b00266-002
CB06665	803C	耼			[聃-土+＝]	聃	b03607-002
CB06666	2D480	𭒀			[婺-矛+牙]	嫠	b00702-004
CB06667					[楂-旦+且]	楂	b01762-001
CB06668	25FED	𥿭			[絺-巾+ㄙ]	綌	b03379-002
CB06669	2DFB9	𭾹			[瞀-矛+牙]		
CB06670	2E7C5	𮟅			[遫-束+豸]		
CB06671	2E8AB	𮢫			[糒-米+金]		
CB06672	26E1C	𦸜			[蕢-貝+回]	菑	b03928-004
CB06673	23804	𣠄			[檑-田+品]		c05628-002
CB06674	2381A	𣠚			[檑-田+留]		
CB06675	2E7BA	𮞺			[遾-巫+手]		
CB06676					[蘹-褱+尃]	薄	
CB06677					[王*(?/米)]		
CB06678					[(ㄇ@︿)/畢]	罼	b03524-001
CB06679	2DB6C	𭭬			[(止/石)*圣]		
CB06680					[(臣*舌)/皿]		
CB06682	2D6B1	𭚱			[弓*(山/文)]	弢	b01006-003
CB06683			256A3	𥚣	[示*(乃@吉)]	禍	a02902-019
CB06684					[穴/(耜-耒)]		a01015-003,a01020-004
CB06685	2E8C0	𮣀			[金*(戶@雨)]		
CB06686	2E92A	𮤪			[門@(厂@墨)]		
CB06687	29162	𩅢			[雨/(檄-木)]	覈	b04587-002
CB06688					[馬*(主/石)]	騞	b05828-002
CB06689	223A8	𢎨			[第-(竺-二)]	弔	a01246-001
CB06690	2DAF2	𭫲			[欀-(口*口)]	榱	b01785-002
CB06691					[(卓-日+田)*犬]		
CB06692	2E897	𮢗			[(沷-乂+又)/金]		
CB06693	9DC9	鷉			[(虒-儿+几)*鳥]	鷈	
CB06694	2E4BB	𮒻			[卄/(麩-夫+至)]		
CB06695			55E4	嗤	[口*(山/一/虫)]	嗤	a00654-007
CB06696	3648	㙈			[土*(虎-儿+几)]		c01705
CB06697					[目*(彥-文+自)]		
CB06698			2595B	𥥛	[穴/(犮-乂+又)]		
CB06699					[序-予+(林/木)]		
CB06700					[泳-永+(罩-卓)]		
CB06701					[門@(服-月+圭)]		
CB06702	971B	霛			[雨/(弼-百+弓)]	靈	a04497-009
CB06703			22BF1	𢯱	[按-女+(火/又)]	搜	a01643-004
CB06704					[耑*(犮-乂+又)]		
CB06705			2EA63	𮩣	[首/(敲-高+山)]		
CB06706	2DD15	𭴕			[烈-列+(夕*ㄗ)]		
CB06707	24F0A	𤼊			[病-丙+(臾/貝)]		n00412-003
CB06708	24ED8	𤻘			[病-丙+(穩-禾)]		c08056
CB06709					[菱-土+(鬯-匕)]		
CB06710	8CD4	賔			[實-毌+(眉-目)]	賓	a03958-008
CB06711					[蜜-必+(癸-天)]		
CB06712					[懵-目+(歹*巳)]		
CB06713	28563	𨕣			[遻-(朔-月)+午]	遻	b05100-001
CB06714					[蹗-比+(人*人)]		
CB06715			29C5B	𩱛	[鬷-凶+(鬯-匕)]	鬷	b05923-004
CB06717					[椑-(白-日)]		
CB06718	2CFCF	𬿏			[仁-二+(巢-果+言)]	愆	b01150-021
CB06719					[完-兀+(企-止+目)]		
CB06720					[阿-可+(止/少/馬)]		
CB06721					[病-丙+(亶-旦+且)]	癉	b02802-004
CB06722	2E198	𮆘			[篾-戍+(冗-几+伐)]		
CB06723	2177B	𡝻			[嫽-(日/小)+(夸-大)]		
CB06724	58F7	壷			[壹-豆+(中-〡+(皿-ㄇ))]	壺	a00835-001
CB06725			873D	蜽	[虫*(兩-(入*入)+(人*人))]		n00250-001
CB06726	2E4D3	𮓓			[卄/(爾*(乏-之+(犮-乂+又)))]		
CB06727			71AD	熭	[(雪-雨+((青-月)*(青-月)))/火]		c06833
CB06728	839C	莜			[卄/攸]	蓧	b04050-002
CB06729	35A6	㖦			[口*東]		c01218
CB06730	20DBE	𠶾			[口*苛]		c01282
CB06731	20E54	𠹔			[口*唐]		c01334
CB06732	21176	𡅶			[口*騫]		b04714-006,a04642-003
CB06733	5611	嘑			[口*虖]	謼	b04726-002
CB06734	2D49F	𭒟			[女*絰]		
CB06735	21D46	𡵆			[山*巳]		b00782-002,a01493-005
CB06736	2D5B0	𭖰			[山/陀]		
CB06737					[弓*莫]		
CB06738	2D103	𭄃			[分*函]		
CB06739					[日*支]		
CB06740	2D9DC	𭧜			[日*梨]		
CB06741	267E5	𦟥			[月*逐]		c11069,b05097-006
CB06742	3B80	㮀			[木*函]		c05169,c05281-002
CB06743	6903	椃			[木*虎]		c05179
CB06744	23961	𣥡			[止*毛]		
CB06745	23A4A	𣩊			[歹*桀]		
CB06746	2DE70	𭹰			[王*處]		
CB06747	2726A	𧉪			[加/虫]		c12252
CB06748	29FF6	𩿶			[央*鳥]		
CB06749					[申*(毒-毋+母)]		
CB06750	2DF71	𭽱			[皮*留]		
CB06751	25349	𥍉			[目*聶]		c08584
CB06752	40DB	䃛			[石*連]		c08854,a04340-002
CB06753			7959	祙	[示*未]	魅	a04686-053
CB06754	41A0	䆠			[穴/臣]	宦	a01020-002
CB06755	259B1	𥦱			[穴/兔]		
CB06756	259A0	𥦠			[穴/注]		b03154-001,a02968-006
CB06757			97D1	韑	[光*韋]		
CB06758	23B60	𣭠			[如/毛]		c05973,c05956-004
CB06759					[米*因]		
CB06760	25F03	𥼃			[米*責]		c10102
CB06761	42AF	䊯			[米*廣]	穬	b03129-001
CB06762	2E361	𮍡			[至*反]	致	a03390-004
CB06763	446A	䑪			[舟*合]		c11272-001
CB06764	873D	蜽			[虫*兩]		n00250
CB06765					[虫*嬴]		
CB06766	2732E	𧌮			[虫*豖]		
CB06767	27A18	𧨘			[言*形]		
CB06768					[身*甹]	聘	a03271-011
CB06769	9F05	鼅			[知/黽]		n00165
CB06770	289A1	𨦡			[金*羊]		
CB06771	2D8D9	𭣙			[亭*支]		
CB06772			22A5A	𢩚	[扁*司]	嗣	a00653-008
CB06773	99A9	馩			[香*賁]		c16582
CB06774	2EBCF	𮯏			[狼/齒]		
CB06775	29942	𩥂			[馬*耆]		c16725
CB06776	29A2B	𩨫			[骨*尹]		
CB06777	29A4C	𩩌			[骨*系]	鯀	b05975-002
CB06778	2E333	𮌳			[敖/月]		
CB06779	29F3D	𩼽			[魚*黎]	鯬	b05988-003
CB06782	87DA	蟚			[彭/虫]	蟛	b04390-001
CB06783					[辟/夕]		
CB06784	2A5BE	𪖾			[鼻*嵬]		c18241-001
CB06785	4D96	䶖			[齒*今]		c07024-002,c11245-003,c18277
CB06786	4D9D	䶝			[齒*夾]		c18300
CB06787	2A651	𪙑			[齒*屑]		c18333-002
CB06788	2A63F	𪘿			[齒*柴]	齜	a04800-002
CB06789	2EBD2	𮯒			[齒*崖]		
CB06790	9F7D	齽			[齒*禁]	噤	a00692-006,c18342
CB06791	2A64D	𪙍			[齒*尃]		c01342-002
CB06792			475E	䝞	[豸*虎]		
CB06793	9AF0	髰			[髟/世]	鬄	b05899-002
CB06794	29B9C	𩮜			[髟/剔]	剃	a00353-006,n00268
CB06795					[軗/口]		
CB06796	3B31	㬱			[兟/曰]	替	a01839-002
CB06797			2933F	𩌿	[鞁/兆]	鞀	b05617-004
CB06798	26FD5	𦿕			[蓷/木]	樵	a02030-002
CB06799					[鵬-月+?]	鵩	b06109-003
CB06800	2D014	𭀔			[仁-二+屬]		
CB06801	2CF94	𬾔			[仁-二+宎]		
CB06802	3A5A	㩚			[打-丁+蒙]		c04479
CB06803	3A74	㩴			[打-丁+瞿]		a01712-006,c04520
CB06804	22EA0	𢺠			[打-丁+廱]	擁	a01677-005
CB06805	22239	𢈹			[序-予+阜]		c03309-001
CB06806	2266C	𢙬			[怡-台+伊]		
CB06807	6091	悑			[怡-台+甫]	怖	a01324-001
CB06808	2D763	𭝣			[怡-台+郁]		
CB06809	22746	𢝆			[怡-台+重]		c03806
CB06810	61C0	懀			[怡-台+會]		c03955
CB06811	23D25	𣴥			[泳-永+狂]		c06192
CB06812	2DC6B	𭱫			[泳-永+迴]		
CB06813	6F28	漨			[泳-永+逢]		c06401
CB06814			3D75	㵵	[泳-永+聚]		c06507
CB06815	25D08	𥴈			[竺-二+棧]		
CB06816	25D16	𥴖			[竺-二+椑]		
CB06817	28778	𨝸			[邱-丘+覃]		c14670
CB06818	28EF3	𨻳			[阿-可+焉]		b05185-003,a00790-001
CB06819	4CD2	䳒			[栽-木+鳥]	鳶	a04719-001
CB06820	2DF28	𭼨			[病-丙+殘]		
CB06821	2397A	𣥺			[堂-土+止]	撐	a01664-003,c05766
CB06822					[敖-十+土]		
CB06823					[袖-由+遍]		
CB06824	2DBED	𭯭			[毯-炎+壘]		
CB06825	2E291	𮊑			[罩-卓+浮]		
CB06826	266E0	𦛠			[腥-生+土]		c10929
CB06827	2E71D	𮜝			[跳-兆+蓋]		
CB06828	47FF	䟿			[跳-兆+彔]		c13987
CB06829	27027	𧀧			[夢-夕+夌]		c12038
CB06830	38AD	㢭			[敲-高+弓]	弢	b01006-002
CB06831	2A303	𪌃			[麩-夫+干]		
CB06832			22E3A	𢸺	[蕉-隹+推]	樵	a02030-010
CB06833	22818	𢠘			[懋-矛+夕]	懋	b01207-011
CB06834	71E9	燩			[檄-木+火]		c06876
CB06835	24430	𤐰			[穫-禾+火]		c06887
CB06836					[苨-匕+樓]		
CB06837			22E3A	𢸺	[荴-夫+焦]		
CB06838			28019	𨀙	[跍-十+土]		
CB06839	263CC	𦏌			[羺-雨+而]	羺	b03554-002
CB06840			8564	蕤	[(卄/豕)*生]	蕤	b04067-009
CB06841					[(一/正)*虎]		
CB06842					[(禾*丸)/山]		
CB06843					[(鹵/米)*(產-文+(立-一))]		
CB06844	23BC5	𣯅			[(厂@炎)*毛]		c10426-001,b03528-015
CB06845			22F37	𢼷	[(巳/廾)*ㄆ]		
CB06846	2E4D5	𮓕			[卄/(爾*甫)]	黼	b06260-006
CB06847	2DEDD	𭻝			[甲*(曰/月)]		
CB06848	2D842	𭡂			[(打-丁+片)/夕]		
CB06849	2DB7B	𭭻			[(阜-十+止)*責]		
CB06850			21C99	𡲙	[尸@(栗-木+土)]	咽	a00573-004
CB06851	2E2DF	𮋟			[耑*(乏-之+友)]		
CB06852	24D78	𤵸			[病-丙+(絳-糸)]		b02800-001,c10911-003
CB06853	2995F	𩥟			[馬*(壹-豆+石)]	騞	b05828-003
CB06854	2E7C1	𮟁			[這-言+(大/隹)]		
CB06855					[瞄-田+(梳-木)]		
CB06856	268EA	𦣪			[臨-品+(口/皿)]		
CB06857					[麚-(巨-匚)+几]		
CB06858					[門@(厂@(田/坴))]		c15366-001
CB06859	2D895	𭢕			[打-丁+(恙-心+皿)]		
CB06860					[打-丁+(葵-天+示)]		c04494-001
CB06861	2E2FE	𮋾			[(鼓-支+(山/ㄆ))/耳]		
CB06862	83B5	莵			[菟-(色-巴)+(白-日)]	菟	b03918-002
CB06863					[褒-保+(非/(乏-之))]		
CB06864	2DE87	𭺇			[王*(利/(尒-小+(恭-共)))]		
CB06865	2E216	𮈖			[索-十+(木-(企-止)+(ㄙ*ㄙ))]		
CB06866					[(學-子+禺)-爻+(与-(乏-之))]		
CB06867	8B4D	譍			[應-心+言]	應	a01452-003
CB06868	456A	䕪			[卄/澤]		c12048
CB06869			26407	𦐇	[日/羽]		
CB06870	7C9C	粜			[出/米]	糶	b03327-001
CB06871					[死/心]	怨	a01334-018
CB06872	221DB	𢇛			[序-予+干]		a01752-007,n00145
CB06873	2231E	𢌞			[廷-壬+(同-(一/口)+巳)]	迴	a04132-003
CB06874	25B30	𥬰			[竺-二+(狦-(狂-王))]		a00297-007
CB06875					[必-心]		
CB06876	2010F	𠄏			[?了]		c00056
CB06877			8286	芆	[卄/叉]		a03428-003,c11398-001
CB06878	24BD4	𤯔			[一/生]	人	a00068-002
CB06879	27221	𧈡			[又/虫]	蚤	a03620-005
CB06880	53FA	叺			[口*入]		
CB06881	555B	啛			[口*妻]		c01213
CB06882	35E2	㗢			[口*動]		c01396
CB06883	20F6C	𠽬			[口*貳]	呢	a00558-001
CB06884	20FC7	𠿇			[口*解]	謑	b04707-001
CB06885	3820	㠠			[山*盧]		c02988
CB06886	21FCE	𡿎			[山/離]		
CB06887					[支*翟]		
CB06888	2320F	𣈏			[日*昔]		c06743-001
CB06889	23233	𣈳			[日/勉]		
CB06890	2DA3B	𭨻			[月*舍]		
CB06891	2686B	𦡫			[月*義]		c11112
CB06892	4446	䑆			[月*養]		c11147
CB06893	6767	杧			[木*亡]		
CB06894	2DAFC	𭫼			[木*棗]		
CB06895	234C9	𣓉			[木*疌]		c05166
CB06896	71DD	燝			[火*景]		
CB06897	2DD8F	𭶏			[火*過]		
CB06898	2DDA6	𭶦			[火*褱]		
CB06899					[王*蘭]		
CB06900	3C26	㰦			[去*欠]	呿	b00296-001
CB06902					[由/日]		
CB06903	2DFB8	𭾸			[目*甬]		
CB06904	2DFE8	𭿨			[目*遂]		
CB06905	7872	硲			[石*谷]	峪	a01117-001
CB06906	3741	㝁			[旬/子]		c02441
CB06907	25FFE	𥿾			[糸*守]	紵	b03341-004
CB06908	26049	𦁉			[糸*妾]		a01591-004_1,a03128-002,c10262
CB06909	42E7	䋧			[糸*居]	絇	b03352-003
CB06910	273DE	𧏞			[虫*差]		
CB06911	45E7	䗧			[虫*康]		c12422
CB06912	274D9	𧓙			[虫*槃]	蟠	b04398-002
CB06913	2DBCF	𭯏			[孚*比]		
CB06914	23B75	𣭵			[束*毛]		c05985-001
CB06915	46DF	䛟			[言*夾]		c13123
CB06916	28271	𨉱			[身*弱]		c14157
CB06917	2E754	𮝔			[車*奔]		
CB06918	8F41	轁			[車*舀]	韜	a04528-003
CB06919	2DAAA	𭪪			[例/木]		
CB06920	2DBDD	𭯝			[尚*毛]		
CB06921	28945	𨥅			[金*丈]		
CB06922	4924	䤤			[金*亥]		c14901
CB06923					[金*聚]		
CB06924	28CF0	𨳰			[門@午]	閉	a04373-005
CB06925	9703	霃			[雨/沈]		c15582
CB06926	25E9F	𥺟			[非/米]	粊	b03304-003
CB06927	976D	靭			[革*刃]		
CB06928	292AD	𩊭			[革*兌]		c15812
CB06929	292E3	𩋣			[革*帝]		c15847
CB06930	4C92	䲒			[魚*解]		a03687-007,c17438
CB06931	2EB42	𮭂			[鳥*戾]		
CB06932	2A15B	𪅛			[鳥*婁]	鷜	b06163-003
CB06933	2E8C2	𮣂			[散/金]		
CB06934	45F8	䗸			[雍/虫]		c12495
CB06935	20971	𠥱			[匚@出]		a01841-002,a02623-004
CB06936	4771	䝱			[劦/貝]		c13583
CB06937					[哅-凵]		
CB06938			347A	㑺	[倠/乃]	俊	a00160-004
CB06939	29B66	𩭦			[髟/垂]	鬌	b05904-001
CB06940					[仁-二+助]		
CB06941	2CFD5	𬿕			[仁-二+崖]		
CB06942	234E0	𣓠			[木*戶*戶]	柳	a01909-003
CB06943	6379	捹			[打-丁+奔]		c04266
CB06944	3A35	㨵			[打-丁+剪]	揃	b01337-001
CB06945	22D1A	𢴚			[打-丁+匿]		
CB06946	2D8A8	𭢨			[打-丁+備]		
CB06947					[皮*日*ㄆ]		
CB06948	2D0A9	𭂩			[夙-歹+十]		
CB06949	34F2	㓲			[利-禾+扁]		c00617
CB06950	207CB	𠟋			[利-禾+堯]		c00654
CB06951	3E66	㹦			[狂-王+召]		a03921-003,c07175
CB06952	26355	𦍕			[狂-王+羊]		c10532
CB06953	7302	猂			[狂-王+旱]	悍	a01356-001
CB06954	6057	恗			[怡-台+夸]		c03605-002
CB06955	397E	㥾			[怡-台+匿]		c03880
CB06956	25B15	𥬕			[竺-二+冉]		c09516
CB06957					[竺-二+府]		
CB06958	28F38	𨼸			[阿-可+睪]		
CB06959					[枯-十+儿]		
CB06960	22662	𢙢			[恕-女+工]	恐	a01348-004
CB06961	6E91	溑			[消-月+貝]		c06326
CB06962	24E11	𤸑			[病-丙+复]		c07951
CB06963	47A3	䞣			[起-巳+斥]		c13705-001
CB06964	47A6	䞦			[起-巳+各]		c13731
CB06965	297C5	𩟅			[飢-几+僉]		c16543
CB06966	27705	𧜅			[袖-由+害]		c12737
CB06967	445C	䑜			[喋-口+舌]		c11251
CB06968	22C89	𢲉			[揆-天+示]		
CB06969	282EA	𨋪			[絳-糸+車]		c14218
CB06970	2808A	𨂊			[跳-兆+周]		
CB06971					[跳-兆+國]		
CB06972					[敲-高+壹]		
CB06973					[腐-肉+衣]		
CB06974	2DAD6	𭫖			[鎖-金+木]		
CB06975	2E8B1	𮢱			[鏈-車+聿]		
CB06976	26F3C	𦼼			[蘇-禾+又]		b03266-007,b04054-002,c11956
CB06977	87F8	蟸			[蠢-春+豕]	蠡	a03692-001
CB06978	28571	𨕱			[遄-而+夆]		
CB06979	2D5E6	𭗦			[嶊-隹+棄]		
